,recipe,ingredients
9361,QuakerÂ® Red Eye Gravy & Country Ham Instant Grits 12â€“1 oz. Packets,"Specially Processed Degerminated White Corn Grits,Salt,Textured Vegetable Protein (Textured Soy Flour,Soybean Oil,Hydrolyzed Soy Protein,Natural and Artificial Flavor,Spice,Red 3),Calcium Carbonate,Hydrolyzed (Corn Gluten,Soy),Protein,Monosodium Glutamate,Torula Yeast,Corn Maltodextrin,Partially Hydrogenated Soybean Oil,Sugar,Caramel Color,Soy Flour,Reduced Iron,Nonfat Dry Milk,Natural Smoke Flavor,Autolyzed Yeast Extract,Niacin*,Mono and Diglycerides BHT and Citric Acid (as Preservatives),Thiamin Mononitrate*,Riboflavin*,Folic Acid*.*One of the B Vitamins.,Textured Vegetable Protein (Textured Soy Flour, Soybean Oil, Salt, Hydrolyzed Soy Protein, Natural and Artificial Flavor, Spice, Red 3),Hydrolyzed (Corn Gluten, Soy)"
9363,"Dickinson's Lime Curd, 10 Oz","Sugar,Water,Eggs,Butter [Cream (from Milk),Salt],Lime Juice Concentrate,Pectin,Citric Acid,Lime Oil,Sodium Citrate,Locust Bean Gum,Yellow 5,Blue 1,Yellow 6.,Butter Cream (from Milk),Salt"
9364,Twinings of LondonÂ® Chai Latte Sweetened Black Tea 12 ct K-CupÂ® Pods 6.36 oz. Box,"Brown Cane Sugar,Chai Tea (Black Tea,Natural Chai,Cinnamon and Ginger Flavours,with other Natural Flavours,Cardamom,Clove),Nonfat Milk Solids,Cream,Contains Less Than 2% Of: Stevia Leaf Extract,Sodium Caseinate,Sodium Aluminosilicate,Disodium Phosphate.,Chai Tea (Black Tea, Natural Chai, Cinnamon and Ginger Flavours, with other Natural Flavours, Cardamom, Clove),Contains Less Than 2 Of: Stevia Leaf Extract"
9365,Rold GoldÂ® Classic Dipped Tiny Twists Pretzels 7 oz. Bag,"Sugar,Enriched Flour (Wheat Flour,Niacin,Reduced Iron,Thiamin Mononitrate,Riboflavin,Folic Acid),Palm Kernel Oil,Whole Milk,Cocoa (Processed with Alkali),Reduced Mineral Whey,Cocoa Powder,Salt,Corn Oil,Corn Syrup,Soy Lecithin,Ammonium Bicarbonate,Malt Extract,Yeast,and Vanillin.,Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamin Mononitrate, Riboflavin, Folic Acid),Cocoa (Processed With Alkali),and Vanillin.Contains Wheat,Milk and Soy Ingredients.This Product Is Produced On Equipment That Also Processes Peanuts and Tree Nuts.This Product Is Produced On Equipment That Also Processes Peanuts and Tree Nuts."
9366,"WarHeads Extreme Sour Hard Candy, 2 oz","Corn Syrup,Sugar,Microencapsulated Malic Acid (Malic Acid,Hydrogenated Palm Oil),Citric Acid,Gum Acacia,Soybean Oil (Processing Aid),Ascorbic Acid,Artificial Flavors,Carnauba Wax,Corn Starch,Blue 1,Red 40,Yellow 5"
9367,"La Preferida Refried Beans with Zesty Salsa, 16 oz","Water,Pinto Beans,Tomato Paste,JalapeÃ±o Peppers,Lard,Salt,Onions,Paprika,Garlic Powder"
9368,"Planters Cashews Halves _ Pieces Lightly Salted, 8.0 OZ (226g)","Cashews,Peanut Oil,Sea Salt."
9369,"Planters Nut Select Cashews Almonds Pecans, 8.25 Ounce","CASHEWS,ALMONDS,PECANS,PEANUT AND/OR COTTONSEED OIL,SEA SALT"
9370,TASTE NIRVANA COFFEE RTD THAI NATURAL,"BREWED THAI COFFEE (WATER,THAI COFFEE),NATURAL CANE SUGAR,FULL CREAM MILK POWDER,Brewed Thai Coffee (Water, Thai Coffee),Natural Cane Juice,Full Cream Milk Powder,Soy Lecithin."
9371,"Heinz: Homestyle Country Style Sausage Gravy, 12 Oz","Chicken Broth,Jimmy Dean Sausage (Pork,Water,Salt,Spices,Sodium Phosphate,Sugar,Monosodium Glutamate,Caramel Color),Modified Corn Starch,Wheat Flour,Butter (Cream,Salt),Cream,Partially Hydrogenated Canola Oil,Autolyzed Yeast Extract,Whey (Dairy),Artificial Coloring,Sodium Caseinate (Dairy),Onion Powder,Black Pepper,Mono And Diglycerides,Soy Lecithin,Dipotassium Phosphate,Natural Flavor."
9372,"Simply Organic Pure Vanilla Extract, Certified Organic, 4-Ounce Glass Bottle","Water,organic alcohol and organic vanilla bean extractives."
9373,Ocean SprayÂ® CraisinsÂ® - 48 Oz. Bag,"cranberries,sugar. As food products are perishable goods,please note that this item cannot be returned."
9374,Kozy ShackÂ® Indulgent Recipeâ„¢ Salted Caramel Decadent Dessert Pudding 4-3.75 oz. Cups,"Reduced Fat Milk,Cream,Brown Sugar,Modified Tapioca Starch,Contains Less than 2% of: Caramel Color,Sea Salt,Natural Flavors,Carrageenan,Maltodextrin."
9380,"Gatorade Thirst Quencher Fruit Punch Powder Packs, 1.23 oz Packs","Sugar,Dextrose,Citric Acid,Salt,Sodium Citrate,Natural and Artificial Flavor,Monopotassium Phosphate,Calcium Silicate,Modified Food Starch,Caramel Color,Red 40.,Sucrose,Natural And Artificial Flavor,Red 40. No Fruit Juice."
9381,Smartfood White Cheddar Popcorn - 2.38oz,"Popcorn, Vegetable Oil (Corn, Canola, and/or Sunflower Oil), Cheddar Cheese (Milk, Cheese Cultures, Salt, Enzymes), Whey, Buttermilk, and Salt."
9382,"FODY - Low FODMAP Dark Chocolate, Nuts and Sea Salt Snack Bars 40g (1.41oz) (Box of 12)","Dry Roasted Almonds, Peanuts, Organic Brown Rice Syrup, Dark Chocolate Flavored Coating (Sugar, Palm Kernel Oil, Cocoa Powder, Sunflower Lecithin, Salt), Walnuts, Soy Nuggets (Isolated Soy Protein, Rice Starch), Maple Syrup, Organic Gum Acacia, Glycerin, Peanut Oil, Sea Salt, Mixed Tocopherols"
9383,St. Dalfour Conserves - Four Fruits - 10 Ounces,"Strawberries,Red Raspberries,Black Raspberries,Cherries,Concentrated Grape Juice,Fruit Pectin,Lemon Juice."
9384,"HODGSON MILL FLOUR WHEAT 50 50, 5 LB","Whole Grain,Stone Ground Wheat Flour,White Flour (Unbleached,Unenriched),Vital Wheat Gluten.,White Flour (Unbleached, Unenriched)"
9385,"Maruchan Ramen Noodle Soup Chicken - 6 PK, 2.25 OZ","Enriched Wheat Flour (Wheat,Flour,Niacin,Reduced Iron,Thiamine Mononitrate,Riboflavin,Folic Acid),Vegetable Oil (Contains One or More of the Following: Canola,Cottonseed,Palm),Preserved by TBHQ,Salt,Dehydrated Vegetables (Carrot,Corn,Green Peas,Garlic,Onion,Celery Stalk),Contains Less than 2% of Maltodextrin,Monosodium Glutamate,Sugar,Hydrolyzed Corn,Wheat and Soy Protein,Chicken Fat,Powdered Cooked Chicken,Spices (Celery Seed),Yeast Extract,Dehydrated Soy Sauce (Wheat,Soybeans,Salt),Potassium Carbonate,Sodium (Mono,Hexameta and/or Tripoly),Phosphate,Sodium Carbonate,Turmeric,Disodium Inosinate,Disodium Guanylate,Silicon Dioxide (Anti-Caking Agent),Lactose,Chicken Broth,Soya Lecithin."
9386,Purina ONE SmartBlend Tender Cuts in Gravy Beef & Barley Entree Adult Dog Food 13 oz. Can,"t as a guideline and adjust the feeding amount as needed to maintain your dog in ideal body condition. Divide daily amount into multiple feedings. You dog's needs may vary according to age,activity level and environment. Always provide fresh water in a clean container. Proper diet,exercise and veterinary care are the best ways to keep your dog healthy.*Refrigerate unused portions.Ingredients:nbspBeef and Chicken Broth,Beef,Liver,Wheat Gluten,Meat By-Products,Chicken,Barley,Carrots,Soy Flour,Corn Starch-Modified,Spinach,Egg Product,Added Color,Potassium Chloride,Calcium Phosphate,Zinc Sulfate,Vitamin E Supplement,Choline Chloride,Ferrous Sulfate,Niacin,Copper Sulfate,Manganese Sulfate,Thiamine Mononitrate,Calcium Pantothenate,Pyridoxine Hydrochloride,Vitamin B-12 Supplement,Riboflavin Supplement,Vitamin A Supplement,Potassium Iodide,Folic Acid,Vitamin D-3 Supplement,Biotin,Sodium Selenite."
9387,Herr's Cheese Popcorn,"Popcorn,Corn Oil,Cottonseed Oil,Palm Oil,Whey,Sodium Chloride,Wheat Flour,Cornstarch,Shortening,Partially Hydrogenated Soybean Oil,Corn Syrup Solids,Casein Sodium,Diglycerides,Buttermilk Solids,Natural Flavors,Artificial Flavor,Monosodium Glutamate,Artificial Color,FD&C Yellow 5 Lake,FD&C Yellow 6 Lake,Citric Acid,Sodium Phosphate,Lactic Acid,Disodium Inosinate,Disodium Guanylate,Natural Flavor"
9388,"Tillamook Cheese, Medium Cheddar, Snack, 10 Oz.","Cultured Milk,Sodium Chloride,Enzymes,Annatto"
9389,O-Ke-Doke Hot Cheese Popcorn,"Popcorn,Corn Oil,Coconut Oil,Maltodextrin,Whey,Buttermilk,Sodium Chloride,Sugar,Cheddar Cheese,Milk,Cheese Cultures,Enzymes,Corn Meal,Natural Flavors,Corn Flour,Sodium Phosphate,Sodium Citrate,Soy Lecithin,Onion Powder,FD&C Yellow 5,Paprika,Autolyzed Yeast Extract,Monosodium Glutamate,FD&C Yellow 6,FD&C Red 40 Lake,Annatto,Natural Flavor"
9390,Snackwell's Cinnamon Creme Drizzled Caramel 130 Calorie,"Brown Sugar,Sugar,Popcorn,Corn Syrup,Palm,Oils, Glyceridic, Palm Kernel,Skim Milk,Milk,Sodium Chloride,Soybean Oil,Natural Flavors,Artificial Flavor,Cinnamon,Soy Lecithin,Natural Flavor"
9391,Vic's Lite White Cheddar Popcorn,"Popcorn,Corn Oil,Sunflower Oil,Dried Cheese,Milk,Cheese Cultures,Sodium Chloride,Enzymes,Buttermilk,Whey,Sodium Phosphate,Lactic Acid,Natural Flavors,Citric Acid,Spices,Natural Flavor"
9392,Newman's Own Farmer's Garden Salsa,"Tomato,Tomato Puree,Water,Tomato Paste,Jalapeno Pepper,Yellow Bell Peppers,Red Bell Pepper,Carrot,Red Chili Peppers,Onion,Cane Sugar,Distilled Vinegar,Sodium Chloride,Garlic,Lime Juice Concentrate,Soybean Oil,Spices,Natural Flavors,Natural Flavor"
9393,"Breakstone's Temp Tee Whipped Cream Cheese, 12oz","Nonfat Milk,Milkfat,Cheese Cultures,Sodium Chloride,Stabilizers,Xanthan Gum,Carob Bean,Guar Gum"
9394,Snackwells - Popcorn - White Fudge Drizzled Caramel 130 Calorie,"Brown Sugar,Sugar,Popcorn,Corn Syrup,Palm Kernel,Palm Oil,Sodium Chloride,Milk,Reduced Minerals Whey,Soybean Oil,Artificial Color,Skim Milk,Soy Lecithin,Artificial Flavor"
9395,Tostitos Chunky Salsa - Mild,"Tomato Puree,Water,Tomato Paste,Tomato,Tomato Juice,Jalapeno Pepper,Onions,Vinegar,Sodium Chloride,Garlic Powder,Natural Flavors,Natural Flavor"
9396,Natural Nectar Lady Finger Cookies,"Sugar,Unbleached Wheat Flour,Eggs,Wheat Syrup,Ammonium Bicarbonate,Vanilla"
9397,Newman's Own Tequila Lime Salsa,"Tomato Puree,Water,Tomato Paste,Tomato,Onions,Green Bell Pepper,Jalapeno Pepper,Cane Sugar,Lime Juice Concentrate,Sodium Chloride,Garlic,Distilled Vinegar,Soybean Oil,Natural Flavors,Spices,Natural Flavor"
9398,Nancy's Organic Cultured Cream Cheese,"Cream,Nonfat Dry Milk,Acidophilus,Bifidobacterium Bifidum,Lactic Cultures,Sodium Chloride"
9399,"Nancy's Organic Cultured Sour Cream, 8 Oz.","Milk,Cream,Nonfat Milk Powder,Acidophilus,Bifidobacterium Bifidum,Lactic Cultures"
9400,"Santa Cruz, Organic Apple Strawberry Sauce, 23 oz","Organic Apples,Organic Strawberry Puree,Organic Apple Juice Concentrate,Organic Fruit and Vegetable Juices (for color),Ascorbic Acid (to maintain color)."
9401,Margarita Mix Mango (1.75 L/59.2 OZ),"Water,High Fructose Corn Syrup,Citric Acid,Sodium Citrate,Sodium Benzoate,Potassium Sorbate (to Preserve Flavor),Artificial Flavors,Cellulose Gum,Natural Flavor,Saib,FD&C Yellow #5,FD&C Yellow # 6."
9402,"French's Italian Spaghetti Sauce Mix, 1.25-Ounce Packets (Pack of 24)","FOOD STARCH-MODIFIED,SUGAR,CORNSTARCH,SALT,DEHYDRATED ONION,SPICES,GARLIC POWDER,DEXTROSE,ROMANO CHEESE FROM COW'S MILK (CULTURED PART-SKIM MILK,ENZYMES),HYDROLYZED CORN,SOY AND WHEAT PROTEIN,CITRIC ACID,BEET POWDER (AS COLOR),DISODIUM INOSINATE,RED PEPPER."
9404,Chex Mixï¿½ï¿½ï¿½ Muddy Buddies Brownie Supreme Snack Mix 10.5 oz. Bag,"Degermed Yellow Corn Meal,Sugar,Dextrose,Palm Kernel and Palm Oil,Cocoa,Modified Corn Starch,Cocoa Processed with Alkali. Contains 2% or Less of: Palm Oil,Rice Bran Oil,Soy Lecithin,Whey Powder,Salt,Corn Starch,Baking Soda,Distilled Monoglycerides,Yellow Corn Flour,Natural and Artificial Flavor,Freshness Preserved by BHT.,Palm Kernel Oil,Cocoa Processed with Alkali. Contains 2% or Less of: Partially Hydrogenated Soybean Oil,Reduced Minerals Whey,Palm Oil,Medium Chain Triglycerides,Natural and Artificial Flavor. Freshness Preserved by BHT."
9405,"Pioneer Brand Gravy Mix, Country Sausage, 2.75 Oz","Partially Hydrogenated Soybean and/or Cottonseed Oil,Food Starch-Modified,Enriched Bleached Flour (Wheat Flour,Niacin,Reduced Iron,Thiamin Mononitrate,Riboflavin,Folic Acid),Corn Syrup Solids,Salt,Monosodium Glutamate,contains less than 2%: Pepper,Spices,Onion,Buttermilk,Dextrose,Maltodextrin,Sodium Caseinate,Mono- & Diglycerides,Yeast Extract Natural and Artificial Flavors,Dry Pork Stock,Ground Pork,Carrageenan,Fermented Molasses,Disodium Guanylate,Disodium Inosinate,Sesame Oil,Citric Acid,Dextrose."
9407,"Roland Italian Risotto, Vegetable Primavera, 5.8 Ounce (Pack of 6)","Rice,Vegetable Broth (Sea Salt, Yeast Extract, Ground Rice, Palm Oil, Onion, Garlic),Dehydrated Vegetables (Red Peppers, Zucchini),Freeze Dried Peas,Cream (Milk),Dehydrated Parsley."
9409,"Gerber 2nd Foods Organic Fruit _ Grain Apples, Pears, Apricots with Mixed Grains Baby Food, 3.5 oz","Organic Apples,Organic Pear Juice (water,Organic Pear Juice Concentrate),Organic Pears,Organic Apricot Puree,Water,Organic Whole Grain Oat Flour (contains Organic Wheat),Organic Whole Grain Brown Rice Flour,Less Than 0.5% Of: Ascorbic Acid (vitamin C),Citric Acid"
9410,Delallo Pasta Rigatoni 16 OZ (),"Semolina,Niacin,Ferrous Lactate (Iron),Thiamin Mononitrate,Riboflavin,Folic Acid."
9411,Pillsbury Grands Flaky Layers Buttermilk Biscuit - 16.3oz/8ct,"Enriched Flour Bleached (Wheat Flour, Niacin, Ferrous Sulfate, Thiamin Mononitrate, Riboflavin, Folic Acid),Water,Soybean and Palm Oil,Sugar,Hydrogenated Palm Oil,Baking Powder (Sodium Acid Pyrophosphate, Baking Soda, Sodium Aluminum Phosphate),. Contains 2 or Less of Dextrose,Vital Wheat Gluten,Fractionated Palm Oil,Salt,Potassium Chloride,Mono and Diglycerides,Xanthan Gum,Propylene Glycol Alginate,Natural and Artificial Flavor,Preservatives (TBHQ and Citric Acid),Butter,Beta Carotene (for Color),."
9413,Multigrain Tortilla Chips,"While our products undergo the verification process,we have chosen to update our packaging to reflect our ongoing commitment to using ingredients made without the use of genetic engineering (GMOs) Be on the lookout for our new bags,which have started hitting store shelves and proudly call out that our chips are Not Made With Genetically Engineered Ingredients"
9414,Java Love Whole Bean Coffee,"Arabica Organic Coffee (Flavored Coffees Also Contain Natural Flavors),."
9415,Organic Mini Peanut Butter Sandwich Crackers,"Organic wheat flour,organic peanut butter (dry roasted organic peanuts,organic palm oil,salt),organic expeller pressed sunflower oil and/or organic expeller pressed safflower oil,organic evaporated cane juice,organic palm oil,sea salt,leavening (baking soda,cream of tartar)"
9417,MTR Palak Paneer,"Palak leaves (32%),Water,Tomato,Cottage Cheese (13%),Onion,Milk,Ghee,Refined Sunflower Oil,Salt,Coriander,Garlic,Ginger,Green Chilli,Coriander Leaves,Cumin,Turmeric,Red Chilli,Fenugreek Leaves,Pepper and Spices"
9418,GOYA BOUILLON CHCKN,"Salt,Monosodium Glutamate,Sugar,Hydrolyzed Soy Protein,Malto Dextrin,Dehydrated Vegetables (Onion, Garlic, Celery and Parsley),Yeast Extract,Chicken Fat,Turmeric,Chicken Meat,Caramel Color,Natural Flavor,Disodium Inosinate and Guanylate,Silica."
9419,Sadaf Ghormeh-sabzi Herb Mixture 2oz (Pack of 3),"parsley,leek,and fenugreek."
9420,"Nabisco Oreo Fudge Cremes Sandwich Cookies, 11.3 Oz","SUGAR,BLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID),PALM AND/OR CANOLA AND/OR PALM KERNEL OIL,COCOA (NATURAL AND PROCESSED WITH ALKALI),CORNSTARCH,DEXTROSE,FRUCTOSE,LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE),SALT,SOY LECITHIN,ARTIFICIAL FLAVOR,CHOCOLATE. CONTAINS: WHEAT,SOY. MANUFACTURED ON EQUIPMENT THAT PROCESSES MILK,PEANUT,TREE NUTS."
9422,Kraft Light Creamy French Reduced Fat Dressing,"Water,Canola Oil,Sugar,Corn Syrup,Vinegar,Skim Milk,Salt,Contains less than 2% of Paprika,Xanthan Gum,Propylene Glycol Alginate,Polysorbate 60,Dried Garlic,Phosphoric Acid,With Potassium Sorbate and Calcium Disodium Edta As Preservatives,Yellow 6,Yellow 5,Vitamin E Acetate,Natural Flavor. Contains Dairy Ingredients."
9423,The Ginger People Hot Coffee Ginger Chews,"Cane Sugar,Ginger,Tapioca Starch,Arabica Coffee,Natural Robusta Coffee Extract."
9424,Ruby Skinless and Boneless Sardines In Soya Oil,"Sardines,Soybean Oil,Salt."
9425,Quaker,"Corn Flour,Corn Bran Flour,Sugar,Oat Flour,Coconut Oil,Salt,Sodium Bicarbonate,Calcium Carbonate,Reduced Iron,Niacinamide (One of the B Vitamins),Zinc Oxide,Yellow 5,Yellow 6,Red 40,Thiamin Mononitrate (One of the B Vitamins),Pyridoxine Hydrochloride (One of the B Vitamins),Riboflavin (One of the B Vitamins),Folic Acid (One of the B Vitamins),Blue 1 ."
9426,Dried Healthy Fruit Gift Basket Large - Oh! Nuts,"apricot slices,guava slices,natural mango slices and natural pineapple slices."
9427,Appetizers Flaked Skipjack Tuna Cat Food 2 oz. Tray,"Skipjack Tuna,Fish Broth,Sunflower Seed Oil,Calcium Lactate,Tricalcium Phosphate,Guar Gum,Celery Powder,Choline Chloride,Salt,Xanthan Gum,Taurine,Zinc Sulfate,Ferrous Sulfate,Thiamine Mononitrate,Magnesium Sulfate,Niacin,Vitamin E Supplement,Calcium Pantothenate,Vitamin A Supplement,Manganese Sulfate,Copper Sulfate,Riboflavin Supplement,Pyridoxine Hydrochloride,Potassium Iodide,Folic Acid,Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity),Biotin,Vitamin B-12 Supplement. D-6400."
9428,"Nabisco Oreo Fudge Cremes Mint Sandwich Cookies, 11.3 Oz","SUGAR,BLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE {VITAMIN B1}, RIBOFLAVIN {VITAMIN B2}, FOLIC ACID),PALM AND/OR CANOLA AND/OR PALM KERNEL OIL,COCOA (NATURAL AND PROCESSED WITH ALKALI),DEXTROSE,CORNSTARCH,FRUCTOSE,LEAVENING (BAKING SODA AND/OR CALCIUM PHOSPHATE),SALT,SOY LECITHIN,PEPPERMINT OIL,CHOCOLATE,ARTIFICIAL FLAVOR. CONTAINS: WHEAT,SOY. MANUFACTURED ON EQUIPMENT THAT PROCESSES MILK,PEANUT,TREE NUTS."
9429,Hunt's Tomato Ketchup - 114 Oz.,"Tomato Concentrate Made From Vine Ripened Tomatoes,High Fructose Corn Syrup,Distilled Vinegar,Corn Syrup,Salt,Less than 2% of: Onion Powder,Garlic Powder,Natural Flavors."
9430,Wonka Rainbow Nerds,"Dextrose,Sugar,Malic Acid,and Less than 2% of Corn Syrup,Artificial Flavors,Carnauba Wax,Color Added,Carmine Color,Blue 1,Blue 1 Lake,Blue 2 Lake,Red 40 Lake,Yellow 5,Yellow 5 Lake,Yellow 6,Yellow 6 Lake."
9431,"Nalley Special Blend of Dill Seasonings Hamburger Dill Pickle Chips, 24 Fl Oz","Cucumbers,Water,Vinegar,Salt,Contains 2 Or Less of Alum,Spices,Natural And Artificial Flavorings,Garlic Oil,Polysorbate 80,Turmeric (Color),Paprika,Yellow 5."
9432,"Lea & Perrins Roasted Garlic Balsamic Liquid Marinade In-a-bag, 12 Oz","Distilled White Vinegar,Water,High Fructose Corn Syrup,Molasses,Soy Sauce (Water, Salt, Hydrolyzed Soy Protein, Corn Syrup, Caramel Coloring),Balsamic Vinegar,Dehydrated Garlic,Modified Cornstarch,Salt,Dehydrated Onion,Dehydrated Roasted Garlic,Dehydrated Red Bell Peppers,Caramel Color,Spices,Garlic Powder,Xanthan Gum,Modified Cellulose,Onion Powder,Citric Acid,Sodium Benzoate And Potassium Sorbate Added As Preservatives,Soybean Oil,Mono- And Diglycerides,Soy Lecithin,Prune Juice,Natural Flavors. Contains Soy."
9433,Elbows,"Ingredients: Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid),Vegetable Oil (Contains One Or More of The Following: Canola Oil, Cottonseed Oil, Palm Oil, Rice Oil, Soybean Oil),Preserved By Tocopherols &/Or Tbhq &/Or Ascorbyl Palmitate,Dehydrated Vegetables (Onion, Carrot, Green Onion, Shiitake Mushrooms),Soy Sauce (Water, Soybeans, Wheat, Salt),Salt,Textured Soy Protein,Monosodium Glutamate,Sugars,Maltodexrin,Onion Powder,Hydrolyzed Soy,Corn & Wheat Protein,Caramel Color,Garlic Powder,Autolyzed Yeast Extract,Natural Flavors,Artiicial Flavors,Citric Acid,Beef Fat,Potassium Carbonate,Sodium Carbonate,Sodium Tripolyphosphate,Disodium Guanylate,Disodium Inosinate,Sodium Alginate,Disodium Succinate,Beef Powder,Hydrolyzed Wheat Gluten,Sucralose,Vinegar Powder. Manufactured In A Facility That Also Processes Milk,Egg,Peanuts,Tree Nut,Fish & Shrimp Products"
9434,"Welch's 100% Red Grape Juice,  64 Oz","Grape Juice From Concentrate (Filtered Water, Grape Juice Concentrate),Grape Juice,Citric Acid (For Tartness),Ascorbic Acid (Vitamin C),."
9435,Stubb's Spicy Bbq Sauce,"Gluten Free Ingredients: Water,Organic Tamari Sauce (Water, Organic Whole Soybeans, Salt),Distilled Vinegar,Seasoning Blend (Salt, Granulated Garlic, Crushed Red Pepper, Granulated Onion, Spices, Whole Yellow Mustard Seeds, Natural Flavors Corn Syrup Solids, Lime Juice, Lime Oil, Paprika),Cane Sugar,Apple Juice Concentrate,Salt,Spices,Contains Less Than 0.5: Ground Ginger (Ginger, Water, Phosphoric Acid, Xanthan Gum),Onion,Grapefruit Peel,Tangerine Peel,Citric Acid,Yeast Extract,Xanthan Gum,Guar Gum,Corn Syrup,Tamarind,Natural Flavors (Contains Torula Yeast),Glucose."
9436,"Rienzi Artichoke Hearts, 12.0 Oz","Quartered Artichoke Hearts,Water,Vegetable Oil (Sunflower Oil),Salt,Cane Vinegar,Spices and Citric Acid."
9437,"Dare Cookies Maple Leaf Creme, 12.3 Oz","Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid),Sugar,Vegetable Oil Shortening (Hydrogenated Coconut And Soy Oil, Palm Oil And Canola Oil With Tbhq And Citric Acid to Protect Flavor),Contains 2% Or Less of: High Fructose Corn Syrup,Corn Starch,Salt,Whey (A Milk Ingredient),Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate, Calcium Sulfate, Ammonium Bicarbonate),Soy Lecithin,Natural And Artificial Flavor,Color (Containing Annatto, Caramel),. Contains: Wheat,Soy And Milk. Baked In A Peanut Free Facility."
